"0_eRNA"	"1_eRNA"	"10_eRNA"	"11_eRNA"	"12_eRNA"	"13_eRNA"	"14_eRNA"	"15_eRNA"	"2_eRNA"	"3_eRNA"	"4_eRNA"	"5_eRNA"	"6_eRNA"	"7_eRNA"	"8_eRNA"	"9_eRNA"
"trnaa-agc_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-agc_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-cgc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-cgc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-ugc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-ugc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaa-ugc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca"	3	0	1	1	10	1	11	34	4	0	0	1	0	0	0	1
"trnac-gca_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_6"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"trnac-gca_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnac-gca_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-auc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_2"	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
"trnad-guc_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_7"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"trnad-guc_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnad-guc_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc"	0	0	0	0	8	3	21	12	0	0	0	0	0	0	0	0
"trnae-cuc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-cuc_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnae-uuc_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa_4"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnaf-gaa_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ccc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ccc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ccc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ccc_3"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"trnag-gcc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-gcc_8"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"trnag-ucc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnag-ucc_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_36"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"trnah-gug_37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_39"	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
"trnah-gug_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnah-gug_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau"	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
"trnai-aau_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_20"	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0
"trnai-aau_21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-aau_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_24"	0	0	0	0	20	13	11	3	0	0	0	0	0	0	0	0
"trnai-uau_25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnai-uau_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-cuu_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnak-uuu_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-aag"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-aag_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-aag_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-caa_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-cag_8"	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
"trnal-cag_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_18"	1	0	1	0	4	2	3	4	0	1	0	0	0	0	0	0
"trnal-uaa_19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_21"	0	0	0	0	1	2	2	4	0	0	0	0	0	0	1	0
"trnal-uaa_22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_23"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uaa_9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uag"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uag_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uag_2"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"trnal-uag_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnal-uag_4"	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
"trnam-cau"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"trnam-cau_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"trnam-cau_10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
